record_id,company,job_title,location,salary_usd,years_experience,date_posted,skills
30,Summit AI Works,Product Analyst,"Seattle, WA",123099-151019,10,2026-04-09,"Python, Pandas, Airflow"
31,Aurora Metrics,Analytics Engineer,"Austin, TX",112698-146789,0,12-01-2026,"Tableau, AWS, Python"
32,Summit AI Works,Product Analyst,"San Francisco, CA",70000_to_90000,7,2026-03-19,"Spark, Airflow, Power BI"
33,Aurora Metrics,BI Developer,Remote,97520-122027,None,2026-03-01,"Pandas, Tableau, SQL"
34,BluePeak Software,Business Analyst,"New York, NY",146658-173472,10,2026-04-17,"Airflow, TensorFlow, Spark"
35,Pioneer Data Systems,Data Engineer,"San Francisco, CA",128121-145687,0,2026/12/01,"TensorFlow, Airflow, Spark"
36,Acme Analytics,Data Engineer,Remote,-5000,10,2026-03-11,"SQL, AWS, Power BI"
37,  Acme Analytics  , Research Scientist    ,"Austin, TX",102694-112752,1,2026-03-18,"TensorFlow, Pandas, dbt"
38,Acme Analytics,Machine Learning Engineer,"Chicago, IL",N/A,5,2026-04-01,"Tableau, SQL, TensorFlow"
39,Vertex Insight,Data Engineer,"Seattle, WA",131734-159363,120,2026-04-12,"Spark, Power BI, AWS"
40,Vertex Insight,Analytics Engineer,"Seattle, WA",95212-113794,2,2026-04-06,"SQL, Pandas, Python"
41,Pioneer Data Systems,Machine Learning Engineer,"San Francisco, CA",147327-179145,2,2026-04-09,"SQL, AWS, Power BI"
42,Cobalt Intelligence,Product Analyst,"Seattle, WA",76262-108533,1,2026-03-31,"Python, SQL, Spark"
43,Cobalt Intelligence,BI Developer,"Austin, TX",114199-138873,9,2026-03-25,"Pandas, Power BI, AWS"
44,BluePeak Software,Analytics Engineer,"Chicago, IL",125084-147899,8,2026-04-06,"Spark, SQL, Python"
45,BluePeak Software,Business Analyst,"New York, NY",78545-98583,0,2026-04-03,"Spark, dbt, SQL"
46,  Aurora Metrics  , BI Developer    ,"Seattle, WA",117776-138468,4,2026-04-06,"SQL, Python, AWS"
47,Nimbus Labs,Product Analyst,"Austin, TX",114637-125218,8,2026-04-09,"Python, Tableau, AWS"
48,Acme Analytics,Machine Learning Engineer,"Chicago, IL",142037-174426,5,2026-03-11,"AWS, SQL, Tableau"
49,Summit AI Works,Business Analyst,"Chicago, IL",78479-97771,3,2026-03-19,"SQL, Pandas, Power BI"
50,Cobalt Intelligence,BI Developer,"Seattle, WA",119999-139423,6,2026-03-13,"TensorFlow, Airflow, Python"
51,Nimbus Labs,Business Analyst,"Chicago, IL",91280-104042,-2,2026-03-19,"SQL, Tableau, Pandas"
52,Nimbus Labs,BI Developer,Remote,120856-132380,8,2026-03-18,"Pandas, AWS, TensorFlow"
53,Vertex Insight,Research Scientist,Remote,eighty-thousand,7,2026-04-28,"Pandas, AWS, Airflow"
54,Acme Analytics,Research Scientist,"New York, NY",120000-90000,4,2026-03-10,"Pandas, AWS, Tableau"
55,Aurora Metrics,Business Analyst,"Chicago, IL",84074-97143,5,12-01-2026,"Airflow, dbt, Tableau"
56,Summit AI Works,Machine Learning Engineer,N/A,129144-156260,6,2026-03-25,"SQL, TensorFlow, Airflow"
57,Acme Analytics,Business Analyst,"New York, NY",81874-93302,0,2026-03-16,"Power BI, Airflow, Python"
58,Pioneer Data Systems,Data Analyst,"Chicago, IL",123472-139632,10,2026-03-15,"dbt, Airflow, TensorFlow"
59,,Analytics Engineer,"New York, NY",118372-135445,0,2026-04-12,"Python, SQL, Power BI"
60,Aurora Metrics,Data Analyst,"Chicago, IL",-5000,10,null,"Airflow, Python, AWS"
61,Summit AI Works,Analytics Engineer,"San Francisco, CA",127920-143763,3,2026-04-01,"dbt, Airflow, Python"
62,Cobalt Intelligence,Analytics Engineer,"Austin, TX",98104-125291,1,2026-04-21,"Python, SQL, Tableau"
63,Cobalt Intelligence,Data Engineer,"San Francisco, CA",114024-132683,2,2026-04-22,"Python, Pandas, SQL"
64,Cobalt Intelligence,Analytics Engineer,"Austin, TX",70000_to_90000,9,2026-03-29,"Airflow, TensorFlow, Pandas"
65,BluePeak Software,Product Analyst,"Boston, MA",125439-156806,9,2026-03-03,"SQL, AWS, dbt"
66,Aurora Metrics,Analytics Engineer,"San Francisco, CA",None,7,2026-04-28,"dbt, SQL, TensorFlow"
67,Acme Analytics,Research Scientist,"Seattle, WA",158071-181933,7,2026-04-08,"SQL, Airflow, AWS"
68,Pioneer Data Systems,Data Engineer,"Austin, TX",114147-144142,3,2026-03-23,"AWS, dbt, Tableau"
69,Summit AI Works,Product Analyst,"Seattle, WA",123099-151019,10,2026-04-09,"Python, Pandas, Airflow"
70,Pioneer Data Systems,Research Scientist,"Chicago, IL",125399-152722,nan,2026-04-18,"Pandas, AWS, Python"
71,Pioneer Data Systems,Machine Learning Engineer,"Boston, MA",161641-181940,3,2026-04-24,"TensorFlow, Airflow, Pandas"
72,  Acme Analytics  , Analytics Engineer    ,"Seattle, WA",129741-144238,9,2026-03-30,"AWS, SQL, Python"
73,Cobalt Intelligence,Machine Learning Engineer,"Boston, MA",153698-179080,9,2026-03-07,nan
74,Aurora Metrics,None,"Seattle, WA",131401-159875,1,2026-04-28,"SQL, Spark, Pandas"
75,Cobalt Intelligence,Product Analyst,"Seattle, WA",86063-106944,1,2026-04-08,"TensorFlow, Power BI, SQL"
76,Vertex Insight,Research Scientist,Remote,eighty-thousand,7,2026-04-28,"Pandas, AWS, Airflow"
77,Aurora Metrics,Analytics Engineer,"New York, NY",131356-156856,3,2026-03-20,"Spark, Python, Pandas"
78,Aurora Metrics,Analytics Engineer,"Austin, TX",112698-146789,0,12-01-2026,"Tableau, AWS, Python"
79,  Pioneer Data Systems  , Machine Learning Engineer    ,"Chicago, IL",137974-163098,6,2026-04-04,"Pandas, Tableau, Airflow"
80,Pioneer Data Systems,Machine Learning Engineer,"San Francisco, CA",199671-217314,10,2026-03-05,"Airflow, Pandas, TensorFlow"
81,BluePeak Software,Analytics Engineer,"Boston, MA",148358-178698,8,2026-02-27,"Pandas, AWS, Python"
82,BluePeak Software,Data Analyst,"San Francisco, CA",122838-135356,6,2026-03-16,"SQL, AWS, Spark"
83,Pioneer Data Systems,Data Analyst,Remote,113356-127736,3,2026-03-24,"AWS, Airflow, Spark"
84,Nimbus Labs,Product Analyst,"Austin, TX",113600-147133,5,2026-04-11,"TensorFlow, Spark, AWS"
85,Nimbus Labs,Research Scientist,"Seattle, WA",148955-166047,9,2026-04-03,"Spark, Power BI, Pandas"
86,Nimbus Labs,BI Developer,"Chicago, IL",84198-101093,2,2026-04-19,Spark SQL Tableau
87,Nimbus Labs,Data Analyst,"San Francisco, CA",114938-140448,3,2026-04-28,"Airflow, TensorFlow, AWS"
88,Acme Analytics,BI Developer,"Chicago, IL",124456-146578,-2,2026-04-06,"Tableau, Power BI, AWS"
89,Nimbus Labs,Data Engineer,"Boston, MA",-5000,6,2026-04-18,"TensorFlow, SQL, dbt"
7298,Summit AI Works,Product Analyst,"Boston, MA",82221-93727,0,2026-03-29,"Python, Tableau, AWS"
91,BluePeak Software,Product Analyst,"Boston, MA",70000_to_90000,9,2026-03-03,"SQL, AWS, dbt"
92,Nimbus Labs,Data Engineer,"Seattle, WA",148077-182034,8,2026-03-12,"AWS, Python, Pandas"
93,Vertex Insight,Data Engineer,"Austin, TX",70000_to_90000,6,2026-04-22,"SQL, Tableau, Pandas"
94,BluePeak Software,Research Scientist,"San Francisco, CA",141451-156242,4,2026-04-16,"dbt, AWS, Pandas"
95,Vertex Insight,Analytics Engineer,null,126712-155399,10,2026-04-06,"TensorFlow, SQL, dbt"
96,Cobalt Intelligence,Machine Learning Engineer,"Austin, TX",144309-173705,5,2026-04-02,"AWS, Airflow, Tableau"
97,Acme Analytics,BI Developer,"Austin, TX",89193-112730,1,2026-04-23,"Airflow, Pandas, Python"
965,Vertex Insight,Data Engineer,"New York, NY",147966-175555,3,2026-04-10,TensorFlow Power BI SQL
99,Nimbus Labs,Data Analyst,"Boston, MA",93889-126079,4,2026-03-12,"Python, SQL, AWS"
100,Acme Analytics,Data Engineer,Remote,131545-145847,8,2026-03-02,"Spark, Python, Airflow"
101,Vertex Insight,Business Analyst,"Austin, TX",62887-83632,1,2026-04-03,"SQL, Power BI, Tableau"
102,Vertex Insight,Machine Learning Engineer,"Austin, TX",110280-134320,0,2026-03-06,AWS Spark Python
103,Aurora Metrics,Product Analyst,"Boston, MA",103457-134635,3,2026-03-15,"dbt, Spark, SQL"
104,Summit AI Works,BI Developer,"San Francisco, CA",131258-161142,9,2026-04-10,"Airflow, Power BI, SQL"
105,nan,BI Developer,"San Francisco, CA",70000_to_90000,3,2026-04-16,"Airflow, AWS, SQL"
106,BluePeak Software,Analytics Engineer,"Chicago, IL",125635-159377,3,2026-03-19,"dbt, Python, AWS"
107,Nimbus Labs,Product Analyst,"Chicago, IL",108635-128381,8,2026-03-22,"Tableau, Airflow, Power BI"
108,Vertex Insight,Analytics Engineer,"Seattle, WA",121684-141980,9,2026-04-03,"Tableau, Pandas, SQL"
109,Cobalt Intelligence,Research Scientist,"Boston, MA",135645-151181,8,2026-03-29,"dbt, Power BI, Tableau"
110,Nimbus Labs,Data Engineer,"Austin, TX",127996-138816,5,2026-03-11,"Tableau, Spark, Power BI"
111,BluePeak Software,Research Scientist,"Austin, TX",137127-158245,5,2026-03-19,"Python, Tableau, Spark"
112,Pioneer Data Systems,Machine Learning Engineer,"New York, NY",154851-168035,6,2026-13-40,"dbt, AWS, Tableau"
113,Acme Analytics,Data Engineer,"Chicago, IL",null,0,2026-03-29,Python SQL AWS
114,Vertex Insight,Machine Learning Engineer,"New York, NY",145067-157179,120,2026-04-22,"AWS, SQL, Tableau"
3968,  BluePeak Software  , Research Scientist    ,"San Francisco, CA",161969-180071,3,2026-04-24,"dbt, Airflow, TensorFlow"
116,Acme Analytics,BI Developer,"Austin, TX",89243-99638,6,2026-04-01,"SQL, Tableau, Pandas"
117,Summit AI Works,Business Analyst,"San Francisco, CA",99958-125268,5,2026-03-04,SQL Spark Pandas
118,Vertex Insight,Data Analyst,"Chicago, IL",111962-139236,8,2026-03-24,"AWS, Python, Pandas"
119,BluePeak Software,Product Analyst,"San Francisco, CA",143893-159623,7,2026-03-26,"Airflow, TensorFlow, Power BI"
120,Vertex Insight,Analytics Engineer,"Austin, TX",100853-121897,4,2026-04-14,"Airflow, Python, Tableau"
121,Pioneer Data Systems,Machine Learning Engineer,"New York, NY",159109-175371,2,2026-04-03,"AWS, dbt, SQL"
122,Aurora Metrics,Business Analyst,Remote,99902-110081,5,None,"Spark, TensorFlow, Pandas"
123,Pioneer Data Systems,Analytics Engineer,"San Francisco, CA",151606-168650,8,2026-03-16,Pandas SQL dbt
124,Summit AI Works,Product Analyst,"Seattle, WA",91644-107180,1,2026-04-03,"AWS, SQL, Tableau"
125,Pioneer Data Systems,Data Analyst,"Boston, MA",87142-115892,0,2026-03-12,"Pandas, SQL, Tableau"
126,BluePeak Software,BI Developer,"Seattle, WA",112157-124347,2,2026-03-12,"SQL, AWS, Pandas"
127,Summit AI Works,BI Developer,"San Francisco, CA",132089-163047,7,2026-03-12,"dbt, TensorFlow, Tableau"
128,Pioneer Data Systems,BI Developer,"Seattle, WA",97878-118611,1,2026-04-26,"Tableau, Pandas, Power BI"
129,Acme Analytics,Business Analyst,"San Francisco, CA",113033-124499,4,2026-04-20,"AWS, Spark, Pandas"
130,Nimbus Labs,Machine Learning Engineer,"Austin, TX",128749-163167,7,2026-03-02,"Power BI, Python, SQL"
131,Aurora Metrics,Research Scientist,"New York, NY",156179-181196,7,2026-04-09,"Power BI, TensorFlow, Python"
132,Acme Analytics,Machine Learning Engineer,"Chicago, IL",146721-158364,0,2026-04-20,"SQL, AWS, dbt"
133,Cobalt Intelligence,Product Analyst,"Austin, TX",117657-151059,8,2026-04-21,"TensorFlow, Pandas, Tableau"
134,N/A,Data Engineer,"New York, NY",136319-163676,0,2026-04-02,"AWS, Tableau, SQL"
135,Acme Analytics,Product Analyst,"Seattle, WA",103077-117455,1,2026-04-25,"dbt, Tableau, AWS"
136,Summit AI Works,Analytics Engineer,"San Francisco, CA",127920-143763,3,2026-13-40,"dbt, Airflow, Python"
137,BluePeak Software,BI Developer,"Austin, TX",94724-113904,1,2026-03-26,"dbt, Spark, Power BI"
138,Vertex Insight,Research Scientist,Remote,136020-148093,4,2026-03-18,"AWS, SQL, Spark"
139,Summit AI Works,Analytics Engineer,"New York, NY",110053-122738,2,2026-04-01,"dbt, Power BI, Spark"
140,Vertex Insight,Research Scientist,"New York, NY",145413-173636,2,2026-03-13,"Airflow, Python, Pandas"
141,Summit AI Works,Data Analyst,"Seattle, WA",101580-126385,0,2026-04-10,"TensorFlow, Spark, Pandas"
142,Aurora Metrics,Machine Learning Engineer,"Seattle, WA",172725-192709,7,yesterday,"Tableau, TensorFlow, Spark"
143,Pioneer Data Systems,Data Analyst,"Seattle, WA",87166-121658,1,2026-04-23,"Pandas, Python, dbt"
144,Vertex Insight,Research Scientist,"New York, NY",146959-177379,3,2026-04-28,"Spark, Power BI, dbt"
145,Acme Analytics,Analytics Engineer,"Seattle, WA",100513-132472,1,2026-03-23,"dbt, Tableau, Python"
146,BluePeak Software,Analytics Engineer,"Austin, TX",121334-146272,6,2026/12/01,"Python, TensorFlow, Airflow"
147,Aurora Metrics,Machine Learning Engineer,"Boston, MA",138921-164610,7,2026-04-21,"Pandas, Tableau, TensorFlow"
148,Pioneer Data Systems,Analytics Engineer,"Seattle, WA",131065-154364,10,2026-03-18,"dbt, Python, Power BI"
149,Acme Analytics,BI Developer,"Austin, TX",89243-99638,6,2026-04-01,"SQL, Tableau, Pandas"
150,Cobalt Intelligence,Machine Learning Engineer,"New York, NY",156493-186994,6,yesterday,"SQL, Python, AWS"
151,Cobalt Intelligence,BI Developer,"San Francisco, CA",135100-157260,9,2026-04-01,"TensorFlow, Python, dbt"
152,Cobalt Intelligence,Data Engineer,Remote,115776-131089,2,2026-04-05,"TensorFlow, Spark, SQL"
153,Vertex Insight,Data Analyst,"Seattle, WA",110207-123864,8,2026-03-04,"TensorFlow, SQL, Spark"
154,Aurora Metrics,Product Analyst,"New York, NY",100894-111779,2,2026-04-26,"Tableau, AWS, Power BI"
155,Summit AI Works,Business Analyst,"San Francisco, CA",100590-127134,-2,2026-04-07,"AWS, dbt, Pandas"
156,Cobalt Intelligence,BI Developer,"Austin, TX",None,4,2026-03-02,"Tableau, SQL, Spark"
157,Nimbus Labs,Analytics Engineer,"San Francisco, CA",172939-184765,10,2026-04-09,"Spark, Power BI, AWS"
158,Summit AI Works,BI Developer,"San Francisco, CA",147828-158282,10,2026-04-12,"Power BI, AWS, SQL"
159,Nimbus Labs,Machine Learning Engineer,"New York, NY",176650-189186,8,2026-03-01,"dbt, Tableau, Python"
160,Aurora Metrics,Machine Learning Engineer,"Boston, MA",130083-154221,1,2026-03-01,"Python, Airflow, Power BI"
161,Acme Analytics,Data Analyst,"Chicago, IL",102869-121967,5,2026-03-23,"Airflow, Pandas, Power BI"
162,Cobalt Intelligence,BI Developer,"Austin, TX",91541-102459,2,2026-04-12,"Spark, Pandas, AWS"
163,Cobalt Intelligence,BI Developer,"Boston, MA",118733-133587,7,2026-04-16,"Python, SQL, TensorFlow"
164,Aurora Metrics,Data Analyst,Remote,100964-126819,9,2026-04-26,"dbt, Python, Tableau"
165,Aurora Metrics,BI Developer,Remote,87351-121411,0,2026-03-15,"Spark, Airflow, dbt"
166,Summit AI Works,Research Scientist,"Austin, TX",135075-155938,5,2026-04-21,"AWS, Airflow, Power BI"
167,Summit AI Works,Machine Learning Engineer,"Seattle, WA",164278-193506,10,2026-04-09,"TensorFlow, Tableau, Python"
168,Vertex Insight,Data Analyst,Remote,97274-131471,7,2026-03-06,Power BI SQL TensorFlow
177,Cobalt Intelligence,BI Developer,"Seattle, WA",129198-154331,10,2026-04-02,"Spark, Tableau, AWS"
170,  BluePeak Software  , Data Engineer    ,"San Francisco, CA",147245-159222,2,2026-03-13,"SQL, Spark, AWS"
171,Cobalt Intelligence,BI Developer,"San Francisco, CA",119594-153637,6,2026-03-20,"AWS, Pandas, Spark"
172,Nimbus Labs,BI Developer,"Chicago, IL",114598-132640,5,2026-03-27,"Spark, Power BI, AWS"
173,Acme Analytics,Machine Learning Engineer,Remote,131992-142687,8,2026-04-20,TensorFlow Python Spark
174,Summit AI Works,Machine Learning Engineer,"New York, NY",179849-199393,9,2026-04-16,"Tableau, AWS, Airflow"
175,Vertex Insight,Research Scientist,"San Francisco, CA",155458-180686,null,2026-03-06,"dbt, Tableau, AWS"
176,Aurora Metrics,Machine Learning Engineer,"Chicago, IL",162273-179188,10,2026-04-19,"AWS, TensorFlow, Pandas"
177,Cobalt Intelligence,Analytics Engineer,"Seattle, WA",135973-156013,-2,2026-03-14,"Airflow, Power BI, AWS"
178,Acme Analytics,Machine Learning Engineer,"Chicago, IL",130769-147897,120,2026-03-01,"SQL, AWS, Tableau"
179,Summit AI Works,Machine Learning Engineer,"Boston, MA",154825-168555,1,2026-04-12,Tableau Spark TensorFlow
180,Summit AI Works,Research Scientist,"Seattle, WA",119413-149872,2,2026-03-21,TensorFlow Pandas Power BI
181,Aurora Metrics,Business Analyst,"Seattle, WA",125667-143779,6,2026-03-31,"Pandas, Spark, TensorFlow"
182,Vertex Insight,Business Analyst,"Boston, MA",111103-145353,10,2026-04-20,"dbt, Python, Spark"
183,Aurora Metrics,Research Scientist,"Boston, MA",120485-132593,1,2026-03-16,"Python, Tableau, SQL"
184,Summit AI Works,Research Scientist,"Chicago, IL",122535-136602,4,2026-03-06,"dbt, SQL, Tableau"
185,Acme Analytics,Business Analyst,Remote,116556-136188,9,2026-04-10,"Spark, Airflow, dbt"
186,Aurora Metrics,Product Analyst,"Boston, MA",94157-119541,0,2026-04-14,"dbt, SQL, AWS"
187,Acme Analytics,Data Engineer,"Boston, MA",124199-141606,7,2026-04-26,"Tableau, SQL, TensorFlow"
188,Pioneer Data Systems,Business Analyst,"Austin, TX",102686-116386,9,2026-03-13,"Pandas, Tableau, dbt"
189,Acme Analytics,Product Analyst,"San Francisco, CA",146447-180719,10,2026-03-15,"Python, Airflow, Tableau"
190,Nimbus Labs,Analytics Engineer,"Chicago, IL",125863-156627,9,2026-04-18,N/A
191,Nimbus Labs,Business Analyst,"San Francisco, CA",84932-116571,0,2026-04-15,"Tableau, TensorFlow, SQL"
192,Acme Analytics,Product Analyst,"New York, NY",109459-136129,4,2026-04-07,"Spark, AWS, Pandas"
193,Vertex Insight,Analytics Engineer,"Boston, MA",139128-171097,6,2026-04-15,"Airflow, dbt, Tableau"
194,BluePeak Software,BI Developer,"Seattle, WA",127646-154491,5,2026-02-28,"Airflow, AWS, Power BI"
195,Vertex Insight,Machine Learning Engineer,Remote,146750-174092,-2,2026-03-06,"Python, dbt, Pandas"
196,  BluePeak Software  , Product Analyst    ,"Chicago, IL",107529-137773,5,2026-04-16,"Spark, TensorFlow, Power BI"
197,BluePeak Software,Data Analyst,"Chicago, IL",83269-105740,2,2026-03-18,"AWS, Power BI, dbt"
198,Vertex Insight,Data Analyst,"New York, NY",110122-123079,8,2026-03-26,"AWS, Python, Airflow"
199,Acme Analytics,Machine Learning Engineer,"New York, NY",185545-215573,9,2026-03-19,"Tableau, TensorFlow, Airflow"
200,  Summit AI Works  , Data Engineer    ,"Boston, MA",116440-139002,2,2026-03-15,"Pandas, TensorFlow, Power BI"
4312,Summit AI Works,BI Developer,None,119714-146570,8,2026-03-27,TensorFlow AWS Pandas
202,Summit AI Works,Data Engineer,"Austin, TX",107832-139297,1,2026-04-17,"Airflow, SQL, Spark"
203,Acme Analytics,Analytics Engineer,"New York, NY",154622-178228,7,2026-03-10,"Tableau, Pandas, AWS"
204,Aurora Metrics,Data Engineer,"Boston, MA",128800-151560,9,2026-04-23,"Tableau, dbt, Power BI"
205,Summit AI Works,Analytics Engineer,"Boston, MA",138419-170965,9,2026-03-12,"dbt, SQL, Pandas"
206,Vertex Insight,BI Developer,"Chicago, IL",114416-143763,4,2026-04-09,"Spark, dbt, Airflow"
207,Pioneer Data Systems,Data Analyst,"Austin, TX",None,8,2026-03-20,"SQL, Python, Spark"
208,Acme Analytics,Machine Learning Engineer,Remote,142206-168583,None,12-01-2026,"TensorFlow, dbt, AWS"
209,Acme Analytics,Research Scientist,"Boston, MA",132776-157813,0,2026-02-28,"TensorFlow, dbt, AWS"
210,Pioneer Data Systems,Data Engineer,Remote,117403-138434,2,2026-04-21,"Airflow, Python, Tableau"
211,Summit AI Works,Data Analyst,"San Francisco, CA",86496-114722,2,2026-03-24,"dbt, Python, Pandas"
212,Nimbus Labs,Data Analyst,Remote,111820-136297,,2026-03-28,"Spark, Airflow, Pandas"
213,BluePeak Software,Data Engineer,"Chicago, IL",132997-143095,9,2026-03-16,"dbt, Airflow, Power BI"
214,Acme Analytics,Product Analyst,"Seattle, WA",98967-129297,6,2026-03-05,"Airflow, SQL, Spark"
215,Nimbus Labs,Data Engineer,"San Francisco, CA",129848-149815,5,2026-04-06,"TensorFlow, Pandas, Python"
216,Pioneer Data Systems,Product Analyst,Remote,127385-149310,10,2026-04-12,"dbt, Airflow, TensorFlow"
217,Pioneer Data Systems,Analytics Engineer,"Boston, MA",125027-151072,7,2026-04-27,"AWS, Tableau, Power BI"
218,Vertex Insight,Data Analyst,"Boston, MA",130528-142843,9,2026-04-24,"Airflow, SQL, Tableau"
219,Vertex Insight,Product Analyst,"New York, NY",122497-141395,6,2026-03-13,"Airflow, TensorFlow, Python"
220,Pioneer Data Systems,Product Analyst,"New York, NY",128337-145529,8,2026-03-13,"Python, SQL, dbt"
221,  Nimbus Labs  , BI Developer    ,"San Francisco, CA",147696-175404,10,2026-03-28,"Python, Spark, TensorFlow"
222,Nimbus Labs,Product Analyst,"Seattle, WA",99123-121801,7,2026-03-24,"Power BI, Spark, Pandas"
5582,Summit AI Works,BI Developer,Remote,113134-133355,9,2026-03-09,"Python, TensorFlow, Pandas"
224,Cobalt Intelligence,Research Scientist,"San Francisco, CA",183849-200204,8,2026-04-06,"dbt, Pandas, Spark"
225,Nimbus Labs,Analytics Engineer,"Chicago, IL",113601-138917,10,2026-03-14,"Spark, Power BI, Tableau"
226,  Pioneer Data Systems  , Machine Learning Engineer    ,"Austin, TX",133417-166881,2,2026-04-23,"Python, Tableau, Airflow"
227,Acme Analytics,Machine Learning Engineer,Remote,NA,0,2026-04-23,"Tableau, AWS, Pandas"
228,Cobalt Intelligence,Business Analyst,Remote,98621-109004,9,2026-03-19,"Python, TensorFlow, AWS"
229,Aurora Metrics,Analytics Engineer,"Austin, TX",112698-146789,0,12-01-2026,"Tableau, AWS, Python"
230,Summit AI Works,Data Analyst,"Chicago, IL",118936-132996,5,2026-03-13,"Airflow, Tableau, TensorFlow"
231,BluePeak Software,Machine Learning Engineer,"Seattle, WA",141422-174821,2,2026/12/01,"Pandas, TensorFlow, Power BI"
232,Pioneer Data Systems,Research Scientist,Remote,129852-154240,4,2026-04-04,"Power BI, dbt, SQL"
233,Aurora Metrics,Data Analyst,"Boston, MA",113217-133113,7,2026-03-31,"SQL, Airflow, dbt"
234,Pioneer Data Systems,Data Engineer,Remote,117403-138434,2,2026-04-21,"Airflow, Python, Tableau"
235,Pioneer Data Systems,NA,"New York, NY",eighty-thousand,5,2026-03-11,"SQL, Airflow, AWS"
236,Nimbus Labs,Business Analyst,"Chicago, IL",72147-87084,-2,2026-04-26,"AWS, Tableau, Pandas"
237,Pioneer Data Systems,Business Analyst,"New York, NY",103356-134892,5,2026-03-03,"AWS, Pandas, Spark"
238,Cobalt Intelligence,Product Analyst,"Boston, MA",105225-134965,3,2026-04-28,"AWS, Power BI, Spark"
239,Cobalt Intelligence,Business Analyst,"Boston, MA",91931-113068,3,2026-04-26,Spark Power BI Airflow
240,Acme Analytics,Analytics Engineer,"Chicago, IL",114967-131219,6,,"Pandas, SQL, Python"
241,Summit AI Works,Data Engineer,"New York, NY",135162-166906,3,2026-02-27,NA
242,Pioneer Data Systems,Research Scientist,"Seattle, WA",149111-183974,7,2026-03-04,"Power BI, Tableau, SQL"
243,Cobalt Intelligence,Analytics Engineer,"Seattle, WA",135912-152386,8,2026-03-01,"Python, Airflow, Pandas"
244,Aurora Metrics,Product Analyst,"New York, NY",112157-125615,4,2026-03-09,"Pandas, AWS, SQL"
